Orthogroup	Duplications (all)	Duplications (50% support)
OG0003139	8	7
OG0003140	19	19
OG0003141	18	18
OG0003142	3	3
OG0003143	8	6
OG0003144	4	3
OG0003145	2	1
OG0003146	6	4
OG0003147	2	2
OG0003148	8	5
OG0003149	3	2
OG0003150	3	3
OG0003151	4	4
OG0003152	4	0
OG0003153	8	4
OG0003154	5	4
OG0003155	7	4
OG0003156	7	2
OG0003157	3	3
OG0003158	2	1
OG0003159	6	2
OG0003160	3	2
OG0003161	7	3
OG0003162	4	3
OG0003163	2	1
OG0003164	6	5
OG0003165	4	4
OG0003166	6	5
OG0003167	8	5
OG0003168	5	5
OG0003169	3	1
OG0003170	4	3
OG0003171	5	4
OG0003172	2	1
OG0003173	5	5
OG0003174	6	5
OG0003175	2	0
OG0003176	4	3
OG0003177	3	1
OG0003178	2	1
OG0003179	2	1
OG0003180	3	2
OG0003181	2	0
OG0003182	6	3
OG0003183	3	2
OG0003184	3	3
OG0003185	8	7
OG0003186	3	2
OG0003187	8	6
OG0003188	2	1
OG0003189	3	0
OG0003190	1	0
OG0003191	3	2
OG0003192	9	8
OG0003193	5	5
OG0003194	4	3
OG0003195	3	2
OG0003196	3	2
OG0003197	3	1
OG0003198	3	3
OG0003199	4	3
OG0003200	5	3
OG0003201	3	3
OG0003202	2	1
OG0003203	4	3
OG0003204	2	2
OG0003205	4	4
OG0003206	4	2
OG0003207	2	0
OG0003208	4	2
OG0003209	4	4
OG0003210	11	8
OG0003211	1	0
OG0003212	3	2
OG0003213	6	2
OG0003214	4	2
OG0003215	6	4
OG0003216	3	1
OG0003217	3	2
OG0003218	11	6
OG0003219	3	2
OG0003220	2	1
OG0003221	3	2
OG0003222	3	2
OG0003223	4	3
OG0003224	4	2
OG0003225	3	1
OG0003226	5	4
OG0003227	5	3
OG0003228	2	0
OG0003229	1	0
OG0003230	4	3
OG0003231	3	1
OG0003232	3	1
OG0003233	3	1
OG0003234	2	1
OG0003235	2	1
OG0003236	2	0
OG0003237	3	3
OG0003238	3	3
OG0003239	1	0
OG0003240	5	2
OG0003241	4	2
OG0003242	6	5
OG0003243	2	1
OG0003244	2	2
OG0003245	1	0
OG0003246	3	2
OG0003247	4	3
OG0003248	7	3
OG0003249	10	7
OG0003250	4	4
OG0003251	4	2
OG0003252	3	2
OG0003253	3	1
OG0003254	4	3
OG0003255	2	1
OG0003256	3	1
OG0003257	3	3
OG0003258	5	4
OG0003259	3	3
OG0003260	2	1
OG0003261	4	3
OG0003262	3	2
OG0003263	4	4
OG0003264	5	4
OG0003265	5	4
OG0003266	8	5
OG0003267	3	2
OG0003268	4	4
OG0003269	4	2
OG0003270	4	3
OG0003271	6	6
OG0003272	5	2
OG0003273	7	7
OG0003274	3	2
OG0003275	5	5
OG0003276	4	2
OG0003277	3	3
OG0003278	5	3
OG0003279	3	3
OG0003280	3	1
OG0003281	1	0
OG0003282	2	1
OG0003283	6	4
OG0003284	1	0
OG0003285	1	0
OG0003286	3	1
OG0003287	4	4
OG0003288	7	5
OG0003289	3	1
OG0003290	3	3
OG0003291	3	2
OG0003292	4	3
OG0003293	2	1
OG0003294	2	2
OG0003295	5	2
OG0003296	2	1
OG0003297	3	1
OG0003298	3	2
OG0003299	4	3
OG0003300	4	3
OG0003301	3	1
OG0003302	5	3
OG0003303	8	5
OG0003304	8	8
OG0003305	4	4
OG0003306	4	4
OG0003307	4	4
OG0003308	3	1
OG0003309	7	5
OG0003310	5	3
OG0003311	7	6
OG0003312	6	5
OG0003313	4	4
OG0003314	9	6
OG0003315	8	8
OG0003316	2	0
OG0003317	1	0
OG0003318	5	3
OG0003319	4	2
OG0003320	7	5
OG0003321	5	3
OG0003322	5	5
OG0003323	3	2
OG0003324	3	2
OG0003325	4	2
OG0003326	3	2
OG0003327	5	4
OG0003328	6	5
OG0003329	4	3
OG0003330	5	5
OG0003331	4	3
OG0003332	4	3
OG0003333	3	3
OG0003334	4	3
OG0003335	5	5
OG0003336	17	16
OG0003337	5	4
OG0003338	4	4
OG0003339	7	3
OG0003340	3	2
OG0003341	14	8
OG0003342	6	3
OG0003343	5	4
OG0003344	5	2
OG0003345	6	5
OG0003346	3	3
OG0003347	3	1
OG0003348	6	3
OG0003349	13	8
OG0003350	6	6
OG0003351	3	2
OG0003352	4	3
OG0003353	4	2
OG0003354	21	21
OG0003355	21	21
OG0003356	21	21
OG0003357	13	12
OG0003358	14	13
OG0003359	11	10
OG0003360	6	5
OG0003361	15	15
OG0003362	5	4
OG0003363	11	9
OG0003364	15	14
OG0003365	21	21
OG0003366	21	21
OG0003367	2	2
OG0003368	1	0
OG0003369	4	3
OG0003370	2	0
OG0003371	8	5
OG0003372	1	0
OG0003373	3	1
OG0003374	5	4
OG0003375	7	5
OG0003376	2	1
OG0003377	2	1
OG0003378	2	1
OG0003379	3	2
OG0003380	5	4
OG0003381	3	3
OG0003382	15	10
OG0003383	2	1
OG0003384	2	1
OG0003385	2	2
OG0003386	2	2
OG0003387	7	6
OG0003388	6	4
OG0003389	4	2
OG0003390	3	3
OG0003391	2	2
OG0003392	2	1
OG0003393	3	2
OG0003394	2	0
OG0003395	9	8
OG0003396	4	3
OG0003397	4	3
OG0003398	4	2
OG0003399	2	1
OG0003400	5	5
OG0003401	3	2
OG0003402	2	2
OG0003403	3	3
OG0003404	3	3
OG0003405	1	0
OG0003406	3	2
OG0003407	3	3
OG0003408	5	1
OG0003409	5	2
OG0003410	8	5
OG0003411	3	2
OG0003412	2	2
OG0003413	2	1
OG0003414	4	4
OG0003415	2	1
OG0003416	2	2
OG0003417	2	0
OG0003418	4	3
OG0003419	4	4
OG0003420	2	2
OG0003421	5	5
OG0003422	2	1
OG0003423	1	0
OG0003424	4	3
OG0003425	6	3
OG0003426	5	4
OG0003427	9	6
OG0003428	5	5
OG0003429	3	2
OG0003430	3	3
OG0003431	4	3
OG0003432	1	0
OG0003433	2	2
OG0003434	4	3
OG0003435	5	5
OG0003436	6	6
OG0003437	6	4
OG0003438	4	4
OG0003439	2	2
OG0003440	3	2
OG0003441	3	2
OG0003442	4	3
OG0003443	1	0
OG0003444	3	2
OG0003445	3	3
OG0003446	2	1
OG0003447	4	3
OG0003448	14	13
OG0003449	4	2
OG0003450	2	2
OG0003451	3	1
OG0003452	3	1
OG0003453	2	2
OG0003454	2	2
OG0003455	3	2
OG0003456	5	4
OG0003457	3	1
OG0003458	5	1
OG0003459	3	3
OG0003460	2	1
OG0003461	6	4
OG0003462	2	1
OG0003463	2	2
OG0003464	5	4
OG0003465	4	3
OG0003466	5	4
OG0003467	2	2
OG0003468	2	0
OG0003469	4	3
OG0003470	1	0
OG0003471	3	3
OG0003472	11	11
OG0003473	3	2
OG0003474	2	2
OG0003475	2	1
OG0003476	3	2
OG0003477	2	1
OG0003478	3	2
OG0003479	1	0
OG0003480	2	1
OG0003481	2	1
OG0003482	2	1
OG0003483	3	3
OG0003484	4	4
OG0003485	5	3
OG0003486	5	4
OG0003487	3	3
OG0003488	2	2
OG0003489	2	1
OG0003490	4	3
OG0003491	3	3
OG0003492	3	2
OG0003493	3	2
OG0003494	3	2
OG0003495	11	6
OG0003496	5	2
OG0003497	2	1
OG0003498	5	3
OG0003499	2	2
OG0003500	1	0
OG0003501	7	4
OG0003502	5	3
OG0003503	2	0
OG0003504	8	4
OG0003505	2	1
OG0003506	6	4
OG0003507	5	4
OG0003508	6	4
OG0003509	6	5
OG0003510	3	2
OG0003511	3	3
OG0003512	2	2
OG0003513	20	20
OG0003514	2	0
OG0003515	2	2
OG0003516	4	2
OG0003517	8	7
OG0003518	5	4
OG0003519	2	1
OG0003520	3	1
OG0003521	9	7
OG0003522	7	4
OG0003523	6	4
OG0003524	2	1
OG0003525	5	2
OG0003526	4	3
OG0003527	3	1
OG0003528	12	12
OG0003529	5	4
OG0003530	4	3
OG0003531	4	1
OG0003532	4	2
OG0003533	5	3
OG0003534	7	7
OG0003535	3	2
OG0003536	1	0
OG0003537	4	1
OG0003538	7	5
OG0003539	4	4
OG0003540	4	2
OG0003541	5	5
OG0003542	2	1
OG0003543	3	2
OG0003544	3	2
OG0003545	4	3
OG0003546	13	13
OG0003547	3	2
OG0003548	3	3
OG0003549	3	3
OG0003550	6	5
OG0003551	9	7
OG0003552	3	2
OG0003553	7	5
OG0003554	3	3
OG0003555	1	0
OG0003556	6	5
OG0003557	3	1
OG0003558	12	10
OG0003559	13	12
OG0003560	6	5
OG0003561	6	6
OG0003562	9	5
OG0003563	4	4
OG0003564	6	5
OG0003565	18	18
OG0003566	4	4
OG0003567	11	7
OG0003568	5	5
OG0003569	12	10
OG0003570	6	6
OG0003571	20	20
OG0003572	20	20
OG0003573	14	14
OG0003574	10	9
OG0003575	4	3
OG0003576	12	10
OG0003577	18	18
OG0003578	4	4
OG0003579	6	5
OG0003580	7	7
OG0003581	17	17
OG0003582	16	16
OG0003583	15	13
OG0003584	15	15
OG0003585	20	20
OG0003586	2	2
OG0003587	2	1
OG0003588	1	1
OG0003589	2	2
OG0003590	19	19
OG0003591	5	4
OG0003592	2	2
OG0003593	4	4
OG0003594	2	1
OG0003595	1	0
OG0003596	3	3
OG0003597	2	1
OG0003598	1	1
OG0003599	5	3
OG0003600	3	3
OG0003601	4	4
OG0003602	1	1
OG0003603	1	0
OG0003604	2	2
OG0003605	1	0
OG0003606	1	0
OG0003607	5	3
OG0003608	2	1
OG0003609	2	0
OG0003610	1	0
OG0003611	2	2
OG0003612	3	3
OG0003613	4	4
OG0003614	4	2
OG0003615	4	3
OG0003616	1	1
OG0003617	1	0
OG0003618	4	4
OG0003619	3	3
OG0003620	3	1
OG0003621	2	1
OG0003622	3	2
OG0003623	2	1
OG0003624	1	0
OG0003625	4	4
OG0003626	4	3
OG0003627	6	5
OG0003628	2	1
OG0003629	2	1
OG0003630	2	2
OG0003631	2	2
OG0003632	2	1
OG0003633	4	2
OG0003634	1	1
OG0003635	2	2
OG0003636	4	3
OG0003637	1	1
OG0003638	1	1
OG0003639	1	1
OG0003640	2	2
OG0003641	2	2
OG0003642	3	2
OG0003643	9	9
OG0003644	3	2
OG0003645	2	1
OG0003646	2	1
OG0003647	6	2
OG0003648	3	3
OG0003649	4	4
OG0003650	3	2
OG0003651	2	1
OG0003652	1	1
OG0003653	2	1
OG0003654	2	2
OG0003655	4	4
OG0003656	2	1
OG0003657	3	3
OG0003658	1	1
OG0003659	2	2
OG0003660	14	10
OG0003661	2	2
OG0003662	2	1
OG0003663	3	3
OG0003664	2	1
OG0003665	1	0
OG0003666	4	3
OG0003667	3	3
OG0003668	1	1
OG0003669	4	2
OG0003670	5	4
OG0003671	1	1
OG0003672	1	1
OG0003673	2	0
OG0003674	2	0
OG0003675	5	3
OG0003676	10	10
OG0003677	3	2
OG0003678	9	8
OG0003679	2	2
OG0003680	1	1
OG0003681	7	5
OG0003682	2	1
OG0003683	1	0
OG0003684	1	1
OG0003685	5	4
OG0003686	1	1
OG0003687	4	2
OG0003688	1	1
OG0003689	2	2
OG0003690	2	1
OG0003691	9	6
OG0003692	5	3
OG0003693	1	0
OG0003694	3	2
OG0003695	3	3
OG0003696	0	0
OG0003697	1	1
OG0003698	3	1
OG0003699	2	2
OG0003700	4	1
OG0003701	2	1
OG0003702	3	1
OG0003703	5	3
OG0003704	2	1
OG0003705	3	2
OG0003706	5	4
OG0003707	2	1
OG0003708	2	2
OG0003709	3	3
OG0003710	2	1
OG0003711	2	2
OG0003712	2	1
OG0003713	2	2
OG0003714	7	5
OG0003715	1	1
OG0003716	1	0
OG0003717	3	3
OG0003718	2	1
OG0003719	1	0
OG0003720	1	0
OG0003721	3	2
OG0003722	4	2
OG0003723	2	2
OG0003724	19	19
OG0003725	5	4
OG0003726	3	2
OG0003727	7	5
OG0003728	3	2
OG0003729	16	16
OG0003730	3	1
OG0003731	4	3
OG0003732	4	3
OG0003733	2	1
OG0003734	1	1
OG0003735	3	1
OG0003736	1	1
OG0003737	2	1
OG0003738	9	9
OG0003739	2	1
OG0003740	2	1
OG0003741	7	6
OG0003742	4	2
OG0003743	2	2
OG0003744	3	2
OG0003745	2	2
OG0003746	2	1
OG0003747	4	2
OG0003748	5	4
OG0003749	1	1
OG0003750	5	3
OG0003751	10	9
OG0003752	12	11
OG0003753	2	2
OG0003754	5	4
OG0003755	2	1
OG0003756	11	10
OG0003757	2	2
OG0003758	3	3
OG0003759	3	3
OG0003760	10	5
OG0003761	6	3
OG0003762	4	2
OG0003763	7	1
OG0003764	2	2
OG0003765	5	3
OG0003766	1	1
OG0003767	2	1
OG0003768	8	7
OG0003769	6	4
OG0003770	14	14
OG0003771	6	4
OG0003772	2	0
OG0003773	6	4
OG0003774	2	1
OG0003775	2	2
OG0003776	3	2
OG0003777	5	3
OG0003778	3	2
OG0003779	5	2
OG0003780	10	10
OG0003781	5	5
OG0003782	4	2
OG0003783	2	1
OG0003784	9	6
OG0003785	5	3
OG0003786	3	2
OG0003787	4	2
OG0003788	2	0
OG0003789	6	5
OG0003790	3	3
OG0003791	5	4
OG0003792	6	2
OG0003793	10	4
OG0003794	11	9
OG0003795	19	19
OG0003796	19	19
OG0003797	19	19
OG0003798	16	16
OG0003799	14	9
OG0003800	14	13
OG0003801	10	10
OG0003802	16	16
OG0003803	8	5
OG0003804	13	11
OG0003805	12	10
OG0003806	19	19
OG0003807	19	19
OG0003808	19	19
OG0003809	19	19
OG0003810	1	1
OG0003811	2	0
OG0003812	1	0
OG0003813	18	18
OG0003814	2	2
OG0003815	1	1
OG0003816	3	3
OG0003817	1	1
OG0003818	5	3
OG0003819	3	3
OG0003820	1	0
OG0003821	2	2
OG0003822	9	7
OG0003823	2	2
OG0003824	10	8
OG0003825	2	2
OG0003826	2	2
OG0003827	9	8
OG0003828	0	0
OG0003829	3	2
OG0003830	2	1
OG0003831	6	4
OG0003832	2	1
OG0003833	2	1
OG0003834	2	1
OG0003835	3	0
OG0003836	1	0
OG0003837	6	5
OG0003838	1	1
OG0003839	1	0
OG0003840	2	1
OG0003841	2	1
OG0003842	2	1
OG0003843	7	4
OG0003844	0	0
OG0003845	4	3
OG0003846	13	13
OG0003847	6	3
OG0003848	6	6
OG0003849	0	0
OG0003850	2	2
OG0003851	1	1
OG0003852	4	4
OG0003853	2	1
OG0003854	1	1
OG0003855	5	5
OG0003856	4	3
OG0003857	7	4
OG0003858	2	1
OG0003859	2	2
OG0003860	8	5
OG0003861	2	1
OG0003862	1	1
OG0003863	2	2
OG0003864	0	0
OG0003865	1	0
OG0003866	3	2
OG0003867	2	2
OG0003868	1	1
OG0003869	1	1
OG0003870	3	3
OG0003871	3	2
OG0003872	3	2
OG0003873	8	4
OG0003874	3	1
OG0003875	0	0
OG0003876	0	0
OG0003877	2	2
OG0003878	2	2
OG0003879	3	1
OG0003880	5	1
OG0003881	9	9
OG0003882	6	4
OG0003883	1	1
OG0003884	0	0
OG0003885	1	0
OG0003886	0	0
OG0003887	4	3
OG0003888	1	1
OG0003889	4	4
OG0003890	3	1
OG0003891	1	0
OG0003892	4	2
OG0003893	1	1
OG0003894	2	1
OG0003895	3	2
OG0003896	1	0
OG0003897	1	0
OG0003898	3	1
OG0003899	3	3
OG0003900	7	3
OG0003901	1	1
OG0003902	1	0
OG0003903	1	0
OG0003904	5	3
OG0003905	3	3
OG0003906	4	3
OG0003907	1	1
OG0003908	4	4
OG0003909	3	3
OG0003910	1	0
OG0003911	1	0
OG0003912	2	2
OG0003913	5	3
OG0003914	1	0
OG0003915	6	5
OG0003916	2	2
OG0003917	3	2
OG0003918	2	1
OG0003919	9	9
OG0003920	11	11
OG0003921	2	2
OG0003922	3	3
OG0003923	4	2
OG0003924	2	0
OG0003925	2	2
OG0003926	2	2
OG0003927	1	1
OG0003928	6	4
OG0003929	4	4
OG0003930	4	2
OG0003931	7	4
OG0003932	1	1
OG0003933	1	1
OG0003934	3	2
OG0003935	2	1
OG0003936	6	6
OG0003937	2	1
OG0003938	2	2
OG0003939	5	4
OG0003940	2	1
OG0003941	1	0
OG0003942	4	1
OG0003943	4	4
OG0003944	2	1
OG0003945	4	3
OG0003946	3	3
OG0003947	4	3
OG0003948	5	3
OG0003949	2	1
OG0003950	4	2
OG0003951	3	3
OG0003952	3	0
OG0003953	4	3
OG0003954	1	0
OG0003955	1	1
OG0003956	3	3
OG0003957	2	1
OG0003958	1	0
OG0003959	3	3
OG0003960	7	6
OG0003961	1	0
OG0003962	4	1
OG0003963	1	1
OG0003964	1	1
OG0003965	3	2
OG0003966	2	1
OG0003967	2	2
OG0003968	8	8
OG0003969	5	4
OG0003970	4	3
OG0003971	3	1
OG0003972	5	5
OG0003973	5	2
OG0003974	6	5
OG0003975	5	4
OG0003976	4	3
OG0003977	10	8
OG0003978	3	2
OG0003979	4	3
OG0003980	4	4
OG0003981	2	1
OG0003982	6	3
OG0003983	17	17
OG0003984	9	4
OG0003985	18	18
OG0003986	18	18
OG0003987	18	18
OG0003988	18	18
OG0003989	10	9
OG0003990	12	11
OG0003991	12	11
OG0003992	10	9
OG0003993	2	0
OG0003994	13	13
OG0003995	11	10
OG0003996	11	10
OG0003997	16	16
OG0003998	18	18
OG0003999	18	18
OG0004000	18	18
OG0004001	17	17
OG0004002	18	18
OG0004003	18	18
OG0004004	5	3
OG0004005	5	4
OG0004006	5	4
OG0004007	4	4
OG0004008	2	2
OG0004009	3	0
OG0004010	2	1
OG0004011	1	1
OG0004012	3	1
OG0004013	5	2
OG0004014	5	2
OG0004015	0	0
OG0004016	5	1
OG0004017	1	0
OG0004018	2	1
OG0004019	7	6
OG0004020	5	5
OG0004021	2	2
OG0004022	0	0
OG0004023	1	1
OG0004024	7	5
OG0004025	4	3
OG0004026	0	0
OG0004027	4	3
OG0004028	4	3
OG0004029	3	1
OG0004030	2	1
OG0004031	1	1
OG0004032	1	1
OG0004033	0	0
OG0004034	3	1
OG0004035	4	2
OG0004036	3	3
OG0004037	4	2
OG0004038	6	6
OG0004039	3	3
OG0004040	3	3
OG0004041	2	2
OG0004042	10	7
OG0004043	3	1
OG0004044	0	0
OG0004045	3	2
OG0004046	1	1
OG0004047	2	1
OG0004048	1	1
OG0004049	4	1
OG0004050	1	1
OG0004051	4	3
OG0004052	1	1
OG0004053	6	2
OG0004054	2	0
OG0004055	2	1
OG0004056	3	2
OG0004057	2	1
OG0004058	1	1
OG0004059	5	2
OG0004060	2	2
OG0004061	5	5
OG0004062	1	0
OG0004063	6	5
OG0004064	2	1
OG0004065	3	3
OG0004066	7	4
OG0004067	0	0
OG0004068	1	1
OG0004069	0	0
OG0004070	16	16
OG0004071	1	1
OG0004072	3	1
OG0004073	2	1
OG0004074	1	1
OG0004075	3	2
OG0004076	0	0
OG0004077	3	3
OG0004078	3	0
OG0004079	1	1
OG0004080	1	1
OG0004081	4	4
OG0004082	2	1
OG0004083	2	1
OG0004084	2	2
OG0004085	2	1
OG0004086	1	1
OG0004087	1	1
OG0004088	6	2
OG0004089	2	2
OG0004090	6	3
OG0004091	3	2
OG0004092	4	4
OG0004093	2	1
OG0004094	5	5
OG0004095	0	0
OG0004096	6	4
OG0004097	6	4
OG0004098	1	1
OG0004099	2	2
OG0004100	2	2
OG0004101	1	1
OG0004102	0	0
OG0004103	0	0
OG0004104	3	2
OG0004105	16	16
OG0004106	17	17
OG0004107	17	17
OG0004108	0	0
OG0004109	1	1
OG0004110	6	6
OG0004111	4	4
OG0004112	4	3
OG0004113	4	4
OG0004114	3	0
OG0004115	3	2
OG0004116	6	3
OG0004117	3	3
OG0004118	4	3
OG0004119	3	1
OG0004120	2	1
OG0004121	2	1
OG0004122	2	1
OG0004123	3	2
OG0004124	5	5
OG0004125	1	1
OG0004126	2	1
OG0004127	8	7
OG0004128	2	1
OG0004129	2	2
OG0004130	3	2
OG0004131	4	1
OG0004132	6	6
OG0004133	1	1
OG0004134	2	1
OG0004135	3	1
OG0004136	1	1
OG0004137	3	0
OG0004138	2	1
OG0004139	2	2
OG0004140	2	2
OG0004141	8	8
OG0004142	9	9
OG0004143	3	3
OG0004144	4	3
OG0004145	0	0
OG0004146	3	3
OG0004147	11	5
OG0004148	2	1
OG0004149	3	3
OG0004150	1	1
OG0004151	2	1
OG0004152	3	3
OG0004153	1	1
OG0004154	4	4
OG0004155	11	11
OG0004156	5	4
OG0004157	3	2
OG0004158	8	5
OG0004159	1	1
OG0004160	3	3
OG0004161	3	3
OG0004162	9	7
OG0004163	2	1
OG0004164	1	1
OG0004165	7	5
OG0004166	2	2
OG0004167	2	2
OG0004168	6	2
OG0004169	4	2
OG0004170	4	4
OG0004171	3	2
OG0004172	2	2
OG0004173	2	2
OG0004174	7	5
OG0004175	1	1
OG0004176	3	2
OG0004177	12	10
OG0004178	10	8
OG0004179	4	4
OG0004180	3	1
OG0004181	2	2
OG0004182	2	2
OG0004183	1	1
OG0004184	1	0
OG0004185	4	4
OG0004186	2	2
OG0004187	2	2
OG0004188	6	3
OG0004189	2	1
OG0004190	2	1
OG0004191	4	4
OG0004192	14	14
OG0004193	4	3
OG0004194	15	15
OG0004195	16	16
OG0004196	9	7
OG0004197	5	5
OG0004198	4	2
OG0004199	4	4
OG0004200	8	8
OG0004201	12	10
OG0004202	7	4
OG0004203	13	13
OG0004204	5	5
OG0004205	4	3
OG0004206	6	6
OG0004207	6	5
OG0004208	6	4
OG0004209	9	7
OG0004210	11	11
OG0004211	13	13
OG0004212	3	3
OG0004213	1	1
OG0004214	2	2
OG0004215	2	1
OG0004216	9	6
OG0004217	3	1
OG0004218	4	2
OG0004219	1	1
OG0004220	4	2
OG0004221	4	2
OG0004222	1	1
OG0004223	1	1
OG0004224	1	1
OG0004225	1	1
OG0004226	1	1
OG0004227	5	4
OG0004228	7	4
OG0004229	1	1
OG0004230	6	5
OG0004231	5	4
OG0004232	2	2
OG0004233	1	1
OG0004234	2	2
OG0004235	1	1
OG0004236	2	2
OG0004237	4	2
OG0004238	2	2
OG0004239	3	3
OG0004240	4	3
OG0004241	3	1
OG0004242	4	3
OG0004243	8	7
OG0004244	4	1
OG0004245	2	2
OG0004246	0	0
OG0004247	7	7
OG0004248	6	6
OG0004249	5	5
OG0004250	1	1
OG0004251	3	3
OG0004252	4	2
OG0004253	13	12
OG0004254	7	5
OG0004255	2	1
OG0004256	2	2
OG0004257	4	2
OG0004258	5	4
OG0004259	1	1
OG0004260	3	1
OG0004261	1	1
OG0004262	3	3
OG0004263	4	3
OG0004264	0	0
OG0004265	3	3
OG0004266	2	2
OG0004267	5	3
OG0004268	3	3
OG0004269	1	1
OG0004270	0	0
OG0004271	6	6
OG0004272	3	0
OG0004273	1	1
OG0004274	2	1
OG0004275	2	2
OG0004276	4	3
OG0004277	0	0
OG0004278	0	0
OG0004279	2	1
OG0004280	3	2
OG0004281	2	2
OG0004282	0	0
OG0004283	2	0
OG0004284	1	0
OG0004285	1	1
OG0004286	4	4
OG0004287	2	2
OG0004288	1	1
OG0004289	2	2
OG0004290	1	1
OG0004291	0	0
OG0004292	2	2
OG0004293	4	3
OG0004294	5	5
OG0004295	5	2
OG0004296	3	1
OG0004297	2	1
OG0004298	1	1
OG0004299	9	8
OG0004300	1	1
OG0004301	6	6
OG0004302	1	1
OG0004303	1	0
OG0004304	2	2
OG0004305	3	1
OG0004306	2	2
OG0004307	1	1
OG0004308	0	0
OG0004309	2	2
OG0004310	2	2
OG0004311	3	3
OG0004312	3	1
OG0004313	3	2
OG0004314	1	1
OG0004315	5	4
OG0004316	9	5
OG0004317	6	4
OG0004318	4	0
OG0004319	7	5
OG0004320	6	5
OG0004321	1	0
OG0004322	2	0
OG0004323	16	16
OG0004324	3	3
OG0004325	1	1
OG0004326	8	8
OG0004327	2	2
OG0004328	2	2
OG0004329	2	2
OG0004330	0	0
OG0004331	2	1
OG0004332	3	1
OG0004333	2	2
OG0004334	2	2
OG0004335	4	4
OG0004336	4	4
OG0004337	2	2
OG0004338	1	0
OG0004339	7	7
OG0004340	1	1
OG0004341	2	2
OG0004342	4	2
OG0004343	16	16
OG0004344	1	0
OG0004345	1	1
OG0004346	8	8
OG0004347	0	0
OG0004348	6	3
OG0004349	2	2
OG0004350	5	4
OG0004351	8	5
OG0004352	3	2
OG0004353	3	1
OG0004354	1	0
OG0004355	0	0
OG0004356	1	1
OG0004357	2	2
OG0004358	1	0
OG0004359	2	2
OG0004360	2	1
OG0004361	2	2
OG0004362	7	1
OG0004363	2	2
OG0004364	3	2
OG0004365	3	3
OG0004366	4	3
OG0004367	0	0
OG0004368	3	0
OG0004369	4	3
OG0004370	8	3
OG0004371	5	2
OG0004372	5	2
OG0004373	1	1
OG0004374	2	2
OG0004375	6	2
OG0004376	4	3
OG0004377	0	0
OG0004378	0	0
OG0004379	3	1
OG0004380	1	1
OG0004381	3	3
OG0004382	3	3
OG0004383	2	2
OG0004384	3	2
OG0004385	1	1
OG0004386	3	2
OG0004387	3	0
OG0004388	3	2
OG0004389	4	3
OG0004390	2	2
OG0004391	2	1
OG0004392	7	4
OG0004393	1	0
OG0004394	4	3
OG0004395	3	3
OG0004396	3	3
OG0004397	11	6
OG0004398	2	2
OG0004399	2	1
OG0004400	5	5
OG0004401	3	1
OG0004402	6	6
OG0004403	2	1
OG0004404	5	4
OG0004405	8	7
OG0004406	1	1
OG0004407	2	2
OG0004408	9	5
OG0004409	2	2
OG0004410	4	3
OG0004411	3	2
OG0004412	1	0
OG0004413	16	16
OG0004414	9	8
OG0004415	9	9
OG0004416	3	1
OG0004417	4	2
OG0004418	8	5
OG0004419	14	14
OG0004420	16	16
OG0004421	16	16
OG0004422	15	15
OG0004423	16	16
OG0004424	16	16
OG0004425	16	16
OG0004426	16	16
OG0004427	7	5
OG0004428	16	16
OG0004429	3	2
OG0004430	5	5
OG0004431	14	14
OG0004432	14	14
OG0004433	7	3
OG0004434	3	2
OG0004435	4	4
OG0004436	9	9
OG0004437	9	8
OG0004438	10	9
OG0004439	4	3
OG0004440	5	3
OG0004441	3	2
OG0004442	7	6
OG0004443	3	3
OG0004444	7	4
OG0004445	4	4
OG0004446	3	2
OG0004447	8	7
OG0004448	4	3
OG0004449	10	8
OG0004450	6	3
OG0004451	11	10
OG0004452	16	16
OG0004453	15	15
OG0004454	16	16
OG0004455	14	14
OG0004456	16	16
OG0004457	15	15
OG0004458	1	1
OG0004459	2	2
OG0004460	1	1
OG0004461	5	5
OG0004462	1	1
OG0004463	1	1
OG0004464	3	1
OG0004465	5	5
OG0004466	4	3
OG0004467	5	4
OG0004468	0	0
OG0004469	4	3
OG0004470	3	1
OG0004471	5	4
OG0004472	4	3
OG0004473	2	2
OG0004474	12	12
OG0004475	1	1
OG0004476	1	1
OG0004477	2	1
OG0004478	12	12
OG0004479	5	4
OG0004480	2	1
OG0004481	6	3
OG0004482	1	1
OG0004483	4	1
OG0004484	1	0
OG0004485	1	0
OG0004486	1	1
OG0004487	1	1
OG0004488	4	4
OG0004489	4	3
OG0004490	3	2
OG0004491	1	1
OG0004492	14	14
OG0004493	1	1
OG0004494	1	1
OG0004495	1	1
OG0004496	5	5
OG0004497	0	0
OG0004498	2	1
OG0004499	1	1
OG0004500	2	1
OG0004501	0	0
OG0004502	0	0
OG0004503	1	1
OG0004504	1	1
OG0004505	2	1
OG0004506	1	1
OG0004507	2	2
OG0004508	4	4
OG0004509	2	2
OG0004510	1	1
OG0004511	1	0
OG0004512	5	4
OG0004513	5	4
OG0004514	7	6
OG0004515	1	1
OG0004516	1	0
OG0004517	2	2
OG0004518	1	1
OG0004519	3	1
OG0004520	0	0
OG0004521	2	2
OG0004522	3	2
OG0004523	4	3
OG0004524	1	1
OG0004525	4	3
OG0004526	0	0
OG0004527	3	1
OG0004528	0	0
OG0004529	2	2
OG0004530	5	5
OG0004531	2	2
OG0004532	2	2
OG0004533	2	2
OG0004534	2	2
OG0004535	3	3
