Orthogroup	Duplications (all)	Duplications (50% support)
OG0006953	8	8
OG0006954	7	7
OG0006955	1	1
OG0006956	3	3
OG0006957	1	1
OG0006958	3	2
OG0006959	8	8
OG0006960	1	0
OG0006961	2	2
OG0006962	1	0
OG0006963	1	1
OG0006964	2	2
OG0006965	3	3
OG0006966	3	3
OG0006967	1	1
OG0006968	1	1
OG0006969	1	1
OG0006970	2	2
OG0006971	4	4
OG0006972	0	0
OG0006973	1	1
OG0006974	2	1
OG0006975	2	2
OG0006976	1	1
OG0006977	7	7
OG0006978	2	2
OG0006979	2	0
OG0006980	2	1
OG0006981	1	1
OG0006982	1	1
OG0006983	3	3
OG0006984	2	2
OG0006985	1	1
OG0006986	1	1
OG0006987	2	2
OG0006988	6	6
OG0006989	4	4
OG0006990	1	1
OG0006991	3	2
OG0006992	3	3
OG0006993	1	0
OG0006994	0	0
OG0006995	2	2
OG0006996	2	2
OG0006997	2	1
OG0006998	2	2
OG0006999	1	0
OG0007000	3	3
OG0007001	1	1
OG0007002	2	2
OG0007003	1	0
OG0007004	2	2
OG0007005	1	0
OG0007006	2	0
OG0007007	8	8
OG0007008	3	3
OG0007009	1	1
OG0007010	4	4
OG0007011	3	2
OG0007012	1	1
OG0007013	1	0
OG0007014	7	7
OG0007015	3	3
OG0007016	7	7
OG0007017	1	1
OG0007018	2	1
OG0007019	1	1
OG0007020	4	4
OG0007021	1	0
OG0007022	3	3
OG0007023	2	2
OG0007024	3	3
OG0007025	1	1
OG0007026	2	2
OG0007027	2	2
OG0007028	1	1
OG0007029	2	1
OG0007030	4	4
OG0007031	1	1
OG0007032	3	3
OG0007033	1	1
OG0007034	2	2
OG0007035	2	1
OG0007036	1	1
OG0007037	2	1
OG0007038	2	0
OG0007039	2	2
OG0007040	3	3
OG0007041	1	1
OG0007042	4	4
OG0007043	2	2
OG0007044	1	1
OG0007045	2	1
OG0007046	3	3
OG0007047	2	2
OG0007048	5	5
OG0007049	2	1
OG0007050	5	5
OG0007051	2	2
OG0007052	2	2
OG0007053	1	1
OG0007054	2	2
OG0007055	2	1
OG0007056	3	3
OG0007057	1	1
OG0007058	1	1
OG0007059	1	1
OG0007060	0	0
OG0007061	1	1
OG0007062	1	1
OG0007063	1	1
OG0007064	1	1
OG0007065	1	1
OG0007066	3	3
OG0007067	1	1
OG0007068	4	4
OG0007069	1	1
OG0007070	2	0
OG0007071	3	3
OG0007072	2	2
OG0007073	4	4
OG0007074	3	3
OG0007075	2	2
OG0007076	1	1
OG0007077	3	3
OG0007078	2	2
OG0007079	3	3
OG0007080	2	2
OG0007081	3	3
OG0007082	1	1
OG0007083	0	0
OG0007084	1	1
OG0007085	4	4
OG0007086	3	3
OG0007087	1	1
OG0007088	2	2
OG0007089	3	3
OG0007090	2	1
OG0007091	2	2
OG0007092	3	2
OG0007093	1	1
OG0007094	3	3
OG0007095	0	0
OG0007096	0	0
OG0007097	2	1
OG0007098	1	0
OG0007099	1	1
OG0007100	1	1
OG0007101	1	1
OG0007102	2	2
OG0007103	1	1
OG0007104	2	2
OG0007105	2	2
OG0007106	2	1
OG0007107	2	2
OG0007108	2	2
OG0007109	2	2
OG0007110	3	1
OG0007111	1	1
OG0007112	2	2
OG0007113	2	1
OG0007114	4	4
OG0007115	1	1
OG0007116	2	2
OG0007117	1	0
OG0007118	4	4
OG0007119	2	2
OG0007120	0	0
OG0007121	2	2
OG0007122	2	2
OG0007123	1	0
OG0007124	4	4
OG0007125	1	1
OG0007126	3	3
OG0007127	1	0
OG0007128	4	2
OG0007129	1	1
OG0007130	2	2
OG0007131	1	0
OG0007132	5	5
OG0007133	1	1
OG0007134	1	1
OG0007135	1	1
OG0007136	1	0
OG0007137	1	1
OG0007138	2	2
OG0007139	1	1
OG0007140	3	3
OG0007141	3	3
OG0007142	0	0
OG0007143	1	1
OG0007144	1	1
OG0007145	3	3
OG0007146	1	1
OG0007147	1	0
OG0007148	3	2
OG0007149	2	2
OG0007150	2	2
OG0007151	2	2
OG0007152	2	1
OG0007153	1	1
OG0007154	3	3
OG0007155	3	3
OG0007156	1	1
OG0007157	4	4
OG0007158	1	1
OG0007159	1	1
OG0007160	2	2
OG0007161	1	1
OG0007162	2	2
OG0007163	1	1
OG0007164	2	1
OG0007165	8	8
OG0007166	7	7
OG0007167	2	1
OG0007168	8	8
OG0007169	6	6
OG0007170	8	8
OG0007171	5	5
OG0007172	3	3
OG0007173	7	7
OG0007174	4	4
OG0007175	2	1
OG0007176	1	1
OG0007177	7	7
OG0007178	2	2
OG0007179	5	4
OG0007180	6	6
OG0007181	4	4
OG0007182	8	8
OG0007183	7	7
OG0007184	6	6
OG0007185	6	6
OG0007186	7	7
OG0007187	3	3
OG0007188	6	6
OG0007189	8	8
OG0007190	8	8
OG0007191	8	8
OG0007192	8	8
OG0007193	8	8
OG0007194	8	8
OG0007195	6	6
OG0007196	5	5
OG0007197	7	7
OG0007198	8	8
OG0007199	8	8
OG0007200	8	8
OG0007201	8	8
OG0007202	2	1
OG0007203	7	7
OG0007204	7	7
OG0007205	6	6
OG0007206	1	0
OG0007207	1	1
OG0007208	0	0
OG0007209	1	1
OG0007210	6	6
OG0007211	1	1
OG0007212	1	1
OG0007213	4	4
OG0007214	2	1
OG0007215	1	0
OG0007216	1	1
OG0007217	2	1
OG0007218	1	1
OG0007219	7	7
OG0007220	3	3
OG0007221	1	0
OG0007222	6	6
OG0007223	1	0
OG0007224	0	0
OG0007225	0	0
OG0007226	3	3
OG0007227	0	0
OG0007228	2	2
OG0007229	1	0
OG0007230	7	7
OG0007231	0	0
OG0007232	0	0
OG0007233	1	0
OG0007234	1	1
OG0007235	7	7
OG0007236	0	0
OG0007237	0	0
OG0007238	0	0
OG0007239	0	0
OG0007240	1	0
OG0007241	0	0
OG0007242	2	2
OG0007243	0	0
OG0007244	0	0
OG0007245	1	1
OG0007246	6	6
OG0007247	2	2
OG0007248	0	0
OG0007249	0	0
OG0007250	7	7
OG0007251	7	7
OG0007252	6	6
OG0007253	3	3
OG0007254	1	1
OG0007255	1	1
OG0007256	2	2
OG0007257	1	0
OG0007258	4	4
OG0007259	1	1
OG0007260	1	1
OG0007261	3	3
OG0007262	2	1
OG0007263	3	2
OG0007264	2	2
OG0007265	2	2
OG0007266	1	1
OG0007267	0	0
OG0007268	2	2
OG0007269	3	3
OG0007270	3	1
OG0007271	1	1
OG0007272	1	1
OG0007273	0	0
OG0007274	2	2
OG0007275	4	4
OG0007276	2	1
OG0007277	1	1
OG0007278	0	0
OG0007279	1	0
OG0007280	0	0
OG0007281	1	1
OG0007282	2	1
OG0007283	2	1
OG0007284	2	2
OG0007285	2	2
OG0007286	0	0
OG0007287	1	1
OG0007288	1	1
OG0007289	2	1
OG0007290	3	2
OG0007291	3	3
OG0007292	0	0
OG0007293	5	5
OG0007294	1	1
OG0007295	4	2
OG0007296	2	2
OG0007297	3	2
OG0007298	0	0
OG0007299	3	3
OG0007300	0	0
OG0007301	1	1
OG0007302	3	3
OG0007303	4	4
OG0007304	1	1
OG0007305	2	2
OG0007306	1	0
OG0007307	0	0
OG0007308	0	0
OG0007309	0	0
OG0007310	7	7
OG0007311	6	6
OG0007312	7	7
OG0007313	7	7
OG0007314	7	7
OG0007315	1	1
OG0007316	1	1
OG0007317	1	1
OG0007318	5	5
OG0007319	0	0
OG0007320	7	7
OG0007321	7	7
OG0007322	7	7
OG0007323	7	7
OG0007324	2	1
OG0007325	7	7
OG0007326	5	5
OG0007327	7	7
OG0007328	1	1
OG0007329	0	0
OG0007330	0	0
OG0007331	0	0
OG0007332	1	1
OG0007333	6	6
OG0007334	7	7
OG0007335	0	0
OG0007336	6	6
OG0007337	3	3
OG0007338	7	7
OG0007339	3	3
OG0007340	2	2
OG0007341	7	7
OG0007342	3	3
OG0007343	3	3
OG0007344	1	1
OG0007345	1	1
OG0007346	3	3
OG0007347	1	1
OG0007348	0	0
OG0007349	1	1
OG0007350	4	4
OG0007351	1	1
OG0007352	0	0
OG0007353	1	1
OG0007354	7	7
OG0007355	1	1
OG0007356	1	1
OG0007357	0	0
OG0007358	2	1
OG0007359	3	3
OG0007360	1	1
OG0007361	2	2
OG0007362	0	0
OG0007363	7	7
OG0007364	1	0
OG0007365	0	0
OG0007366	4	4
OG0007367	1	1
OG0007368	1	1
OG0007369	1	1
OG0007370	2	1
OG0007371	0	0
OG0007372	2	1
OG0007373	3	3
OG0007374	1	1
OG0007375	2	1
OG0007376	0	0
OG0007377	1	1
OG0007378	0	0
OG0007379	3	3
OG0007380	2	2
OG0007381	1	1
OG0007382	1	1
OG0007383	4	4
OG0007384	4	3
OG0007385	1	1
OG0007386	2	1
OG0007387	2	0
OG0007388	4	4
OG0007389	2	2
OG0007390	2	2
OG0007391	3	3
OG0007392	0	0
OG0007393	4	3
OG0007394	2	0
OG0007395	0	0
OG0007396	4	4
OG0007397	5	5
OG0007398	2	0
OG0007399	5	4
OG0007400	1	1
OG0007401	1	0
OG0007402	1	1
OG0007403	4	1
OG0007404	3	3
OG0007405	0	0
OG0007406	5	5
OG0007407	2	2
OG0007408	1	0
OG0007409	3	3
OG0007410	1	1
OG0007411	3	3
OG0007412	1	1
OG0007413	1	1
OG0007414	1	1
OG0007415	1	1
OG0007416	0	0
OG0007417	3	3
OG0007418	1	1
OG0007419	2	2
OG0007420	1	1
OG0007421	4	4
OG0007422	6	6
OG0007423	0	0
OG0007424	2	2
OG0007425	3	3
OG0007426	1	1
OG0007427	0	0
OG0007428	2	2
OG0007429	1	0
OG0007430	2	2
OG0007431	3	3
OG0007432	3	3
OG0007433	4	4
OG0007434	4	4
OG0007435	2	2
OG0007436	4	4
OG0007437	1	1
OG0007438	0	0
OG0007439	1	1
OG0007440	1	1
OG0007441	2	2
OG0007442	1	1
OG0007443	2	1
OG0007444	1	0
OG0007445	0	0
OG0007446	4	4
OG0007447	2	2
OG0007448	1	1
OG0007449	1	1
OG0007450	1	1
OG0007451	5	5
OG0007452	0	0
OG0007453	3	3
OG0007454	2	2
OG0007455	1	1
OG0007456	0	0
OG0007457	1	1
OG0007458	5	5
OG0007459	3	2
OG0007460	0	0
OG0007461	2	1
OG0007462	1	1
OG0007463	2	2
OG0007464	0	0
OG0007465	2	2
OG0007466	1	1
OG0007467	1	1
OG0007468	1	1
OG0007469	1	1
OG0007470	2	2
OG0007471	2	2
OG0007472	3	2
OG0007473	3	2
OG0007474	1	1
OG0007475	1	1
OG0007476	1	1
OG0007477	0	0
OG0007478	1	1
OG0007479	1	1
OG0007480	0	0
OG0007481	1	0
OG0007482	2	1
OG0007483	1	1
OG0007484	2	2
OG0007485	1	1
OG0007486	2	2
OG0007487	1	1
OG0007488	0	0
OG0007489	0	0
OG0007490	4	4
OG0007491	1	1
OG0007492	1	1
OG0007493	1	1
OG0007494	2	2
OG0007495	1	1
OG0007496	1	1
OG0007497	2	2
OG0007498	2	2
OG0007499	1	1
OG0007500	4	4
OG0007501	4	4
OG0007502	1	1
OG0007503	0	0
OG0007504	2	1
OG0007505	3	3
OG0007506	2	1
OG0007507	2	2
OG0007508	0	0
OG0007509	1	1
OG0007510	2	2
OG0007511	3	2
OG0007512	2	2
OG0007513	1	1
OG0007514	2	0
OG0007515	2	1
OG0007516	2	1
OG0007517	3	2
OG0007518	7	7
OG0007519	5	5
OG0007520	1	0
OG0007521	6	6
OG0007522	0	0
OG0007523	1	1
OG0007524	1	0
OG0007525	4	3
OG0007526	3	2
OG0007527	4	4
OG0007528	3	2
OG0007529	3	2
OG0007530	2	1
OG0007531	4	3
OG0007532	4	3
OG0007533	2	2
OG0007534	4	4
OG0007535	7	7
OG0007536	7	7
OG0007537	7	7
OG0007538	7	7
OG0007539	7	7
OG0007540	7	7
OG0007541	7	7
OG0007542	6	6
OG0007543	7	7
OG0007544	7	7
OG0007545	7	7
OG0007546	3	2
OG0007547	7	7
OG0007548	7	7
OG0007549	5	5
OG0007550	7	7
OG0007551	7	7
OG0007552	1	1
OG0007553	7	7
OG0007554	7	7
OG0007555	7	7
OG0007556	7	7
OG0007557	2	2
OG0007558	7	7
OG0007559	3	2
OG0007560	4	4
OG0007561	3	3
OG0007562	5	5
OG0007563	7	7
OG0007564	6	6
OG0007565	5	5
OG0007566	5	5
OG0007567	1	1
OG0007568	0	0
OG0007569	4	4
OG0007570	4	3
OG0007571	0	0
OG0007572	0	0
OG0007573	1	1
OG0007574	7	7
OG0007575	4	3
OG0007576	6	6
OG0007577	1	1
OG0007578	5	5
OG0007579	4	4
OG0007580	1	1
OG0007581	1	1
OG0007582	3	3
OG0007583	1	0
OG0007584	0	0
OG0007585	1	1
OG0007586	7	7
OG0007587	3	3
OG0007588	1	1
OG0007589	0	0
OG0007590	3	3
OG0007591	2	2
OG0007592	2	1
OG0007593	5	5
OG0007594	4	4
OG0007595	1	0
OG0007596	1	1
OG0007597	2	2
OG0007598	3	3
OG0007599	3	3
OG0007600	1	1
OG0007601	1	1
OG0007602	1	1
OG0007603	2	2
OG0007604	4	4
OG0007605	2	1
OG0007606	1	1
OG0007607	2	2
OG0007608	2	2
OG0007609	7	7
OG0007610	1	1
OG0007611	7	7
OG0007612	2	2
OG0007613	1	1
OG0007614	1	1
OG0007615	1	1
OG0007616	1	0
OG0007617	1	1
OG0007618	2	2
OG0007619	0	0
OG0007620	0	0
OG0007621	5	5
OG0007622	2	0
OG0007623	1	1
OG0007624	1	1
OG0007625	1	1
OG0007626	1	1
OG0007627	4	4
OG0007628	2	2
OG0007629	1	1
OG0007630	0	0
OG0007631	2	2
OG0007632	1	1
OG0007633	1	1
OG0007634	1	1
OG0007635	1	1
OG0007636	1	1
OG0007637	0	0
OG0007638	6	6
OG0007639	4	4
OG0007640	1	1
OG0007641	2	1
OG0007642	1	0
OG0007643	1	1
OG0007644	0	0
OG0007645	2	2
OG0007646	1	1
OG0007647	1	1
OG0007648	2	1
OG0007649	1	1
OG0007650	2	2
OG0007651	4	4
OG0007652	1	1
OG0007653	2	2
OG0007654	0	0
OG0007655	2	2
OG0007656	2	2
OG0007657	0	0
OG0007658	4	4
OG0007659	2	1
OG0007660	2	1
OG0007661	3	2
OG0007662	1	0
OG0007663	2	2
OG0007664	3	3
OG0007665	1	1
OG0007666	2	0
OG0007667	0	0
OG0007668	1	1
OG0007669	2	1
OG0007670	0	0
OG0007671	1	1
OG0007672	0	0
OG0007673	1	1
OG0007674	2	2
OG0007675	1	1
OG0007676	4	4
OG0007677	0	0
OG0007678	2	2
OG0007679	2	2
OG0007680	2	2
OG0007681	2	2
OG0007682	1	1
OG0007683	2	1
OG0007684	4	4
OG0007685	1	1
OG0007686	2	2
OG0007687	5	5
OG0007688	2	2
OG0007689	1	1
OG0007690	0	0
OG0007691	0	0
OG0007692	3	3
OG0007693	2	2
OG0007694	1	1
OG0007695	2	2
OG0007696	1	1
OG0007697	3	3
OG0007698	1	0
OG0007699	0	0
OG0007700	1	0
OG0007701	1	1
OG0007702	0	0
OG0007703	0	0
OG0007704	2	2
OG0007705	1	1
OG0007706	1	1
OG0007707	1	1
OG0007708	1	0
OG0007709	5	5
OG0007710	2	2
OG0007711	1	1
OG0007712	2	2
OG0007713	3	3
OG0007714	2	2
OG0007715	0	0
OG0007716	1	1
OG0007717	2	2
OG0007718	1	1
OG0007719	1	1
OG0007720	2	1
OG0007721	1	0
OG0007722	1	1
OG0007723	0	0
OG0007724	0	0
OG0007725	2	2
OG0007726	3	3
OG0007727	1	1
OG0007728	1	0
OG0007729	0	0
OG0007730	0	0
OG0007731	1	1
OG0007732	0	0
OG0007733	2	2
OG0007734	3	3
OG0007735	1	1
OG0007736	1	1
OG0007737	6	6
OG0007738	2	2
OG0007739	1	1
OG0007740	0	0
OG0007741	0	0
OG0007742	3	3
OG0007743	1	0
OG0007744	1	1
OG0007745	1	1
OG0007746	1	0
OG0007747	2	2
OG0007748	1	1
OG0007749	3	2
OG0007750	1	0
OG0007751	1	1
OG0007752	0	0
OG0007753	2	2
OG0007754	4	4
OG0007755	3	1
OG0007756	2	2
OG0007757	5	5
OG0007758	2	1
OG0007759	0	0
OG0007760	2	2
OG0007761	1	1
OG0007762	1	1
OG0007763	1	1
OG0007764	1	0
OG0007765	1	1
OG0007766	0	0
OG0007767	1	1
OG0007768	0	0
OG0007769	1	0
OG0007770	1	1
OG0007771	1	0
OG0007772	0	0
OG0007773	2	2
OG0007774	2	2
OG0007775	0	0
OG0007776	1	1
OG0007777	2	2
OG0007778	2	2
OG0007779	2	2
OG0007780	1	1
OG0007781	3	3
OG0007782	2	2
OG0007783	0	0
OG0007784	2	0
OG0007785	2	1
OG0007786	1	1
OG0007787	1	1
OG0007788	0	0
OG0007789	1	1
OG0007790	2	2
OG0007791	1	1
OG0007792	1	1
OG0007793	2	2
OG0007794	1	1
OG0007795	3	2
OG0007796	1	1
OG0007797	1	0
OG0007798	2	2
OG0007799	0	0
OG0007800	0	0
OG0007801	1	1
OG0007802	0	0
OG0007803	0	0
OG0007804	1	1
OG0007805	2	2
OG0007806	1	1
OG0007807	2	2
OG0007808	2	2
OG0007809	2	2
OG0007810	1	1
OG0007811	3	3
OG0007812	1	1
OG0007813	2	2
OG0007814	4	4
OG0007815	2	2
OG0007816	2	2
OG0007817	2	1
OG0007818	2	2
OG0007819	2	2
OG0007820	2	2
OG0007821	2	2
OG0007822	1	1
OG0007823	2	2
OG0007824	2	2
OG0007825	2	2
OG0007826	0	0
OG0007827	2	2
OG0007828	0	0
OG0007829	1	1
OG0007830	2	2
OG0007831	2	2
OG0007832	1	1
OG0007833	2	2
OG0007834	1	1
OG0007835	1	1
OG0007836	1	1
OG0007837	0	0
OG0007838	2	1
OG0007839	2	1
OG0007840	2	2
OG0007841	0	0
OG0007842	1	0
OG0007843	1	0
OG0007844	0	0
OG0007845	1	1
OG0007846	3	3
OG0007847	1	1
OG0007848	2	1
OG0007849	1	1
OG0007850	2	1
OG0007851	0	0
OG0007852	2	2
OG0007853	1	1
OG0007854	2	1
OG0007855	3	3
OG0007856	1	1
OG0007857	1	1
OG0007858	2	2
OG0007859	1	0
OG0007860	1	1
OG0007861	1	1
OG0007862	0	0
OG0007863	2	2
OG0007864	2	2
OG0007865	1	1
OG0007866	1	1
OG0007867	1	1
OG0007868	0	0
OG0007869	1	1
OG0007870	0	0
OG0007871	1	1
OG0007872	1	1
OG0007873	0	0
OG0007874	1	1
OG0007875	0	0
OG0007876	3	3
OG0007877	4	4
OG0007878	1	1
OG0007879	0	0
OG0007880	2	2
OG0007881	0	0
OG0007882	0	0
OG0007883	0	0
OG0007884	0	0
OG0007885	2	2
OG0007886	2	2
OG0007887	1	1
OG0007888	2	2
OG0007889	0	0
OG0007890	2	2
OG0007891	1	1
OG0007892	1	1
OG0007893	0	0
OG0007894	1	0
OG0007895	7	7
OG0007896	2	1
OG0007897	3	3
OG0007898	3	3
OG0007899	2	2
OG0007900	2	1
OG0007901	3	3
OG0007902	2	2
OG0007903	4	4
OG0007904	3	3
OG0007905	2	1
OG0007906	4	4
OG0007907	1	0
OG0007908	2	1
OG0007909	1	1
OG0007910	4	4
OG0007911	3	3
OG0007912	3	3
OG0007913	3	3
OG0007914	6	6
OG0007915	7	7
OG0007916	4	4
OG0007917	7	7
OG0007918	6	6
OG0007919	7	7
OG0007920	6	6
OG0007921	7	7
OG0007922	6	6
OG0007923	6	6
OG0007924	5	5
OG0007925	7	7
OG0007926	6	6
OG0007927	6	6
OG0007928	7	7
OG0007929	6	6
OG0007930	7	7
OG0007931	7	7
OG0007932	7	7
OG0007933	7	7
OG0007934	3	3
OG0007935	6	6
OG0007936	6	6
OG0007937	7	7
OG0007938	7	7
OG0007939	6	6
OG0007940	6	6
OG0007941	4	4
OG0007942	7	7
OG0007943	6	6
OG0007944	7	7
OG0007945	7	7
OG0007946	4	4
OG0007947	0	0
OG0007948	2	2
OG0007949	1	1
OG0007950	6	6
OG0007951	3	3
OG0007952	6	6
OG0007953	0	0
OG0007954	6	6
OG0007955	6	6
OG0007956	3	3
OG0007957	0	0
OG0007958	6	6
OG0007959	0	0
OG0007960	5	5
OG0007961	0	0
OG0007962	4	4
OG0007963	2	2
OG0007964	1	1
OG0007965	6	6
OG0007966	0	0
OG0007967	2	2
OG0007968	2	2
OG0007969	1	1
OG0007970	6	6
OG0007971	2	2
OG0007972	2	1
OG0007973	1	1
OG0007974	0	0
OG0007975	1	1
OG0007976	2	0
OG0007977	0	0
OG0007978	2	1
OG0007979	1	1
OG0007980	0	0
OG0007981	0	0
OG0007982	5	5
OG0007983	3	3
OG0007984	2	1
OG0007985	1	1
OG0007986	1	0
OG0007987	1	0
OG0007988	1	1
OG0007989	1	1
OG0007990	2	1
OG0007991	0	0
OG0007992	1	1
OG0007993	5	5
OG0007994	1	1
OG0007995	6	6
OG0007996	0	0
OG0007997	4	3
OG0007998	2	0
OG0007999	1	1
OG0008000	6	6
OG0008001	2	2
OG0008002	1	1
OG0008003	2	1
OG0008004	4	4
OG0008005	1	1
OG0008006	0	0
OG0008007	0	0
OG0008008	3	3
OG0008009	2	2
OG0008010	3	3
OG0008011	0	0
OG0008012	2	2
OG0008013	0	0
OG0008014	1	1
OG0008015	1	1
OG0008016	0	0
OG0008017	1	1
OG0008018	1	0
OG0008019	3	3
OG0008020	0	0
OG0008021	3	3
OG0008022	0	0
OG0008023	2	1
OG0008024	1	1
OG0008025	0	0
OG0008026	2	2
OG0008027	1	1
OG0008028	3	3
OG0008029	4	4
OG0008030	4	4
OG0008031	0	0
OG0008032	2	2
OG0008033	2	1
OG0008034	1	0
OG0008035	6	6
OG0008036	0	0
OG0008037	6	6
OG0008038	1	1
OG0008039	1	1
OG0008040	3	3
OG0008041	1	1
OG0008042	0	0
OG0008043	1	1
OG0008044	1	0
OG0008045	2	2
OG0008046	1	0
OG0008047	2	2
OG0008048	1	0
OG0008049	1	0
OG0008050	2	2
OG0008051	0	0
OG0008052	1	1
OG0008053	0	0
OG0008054	2	1
OG0008055	1	0
OG0008056	0	0
OG0008057	3	3
OG0008058	1	1
OG0008059	6	6
OG0008060	6	6
OG0008061	6	6
OG0008062	6	6
OG0008063	6	6
OG0008064	0	0
OG0008065	2	2
OG0008066	1	1
OG0008067	6	6
OG0008068	6	6
OG0008069	6	6
OG0008070	1	1
OG0008071	4	4
OG0008072	0	0
OG0008073	1	1
OG0008074	6	6
OG0008075	1	1
OG0008076	6	6
OG0008077	4	4
OG0008078	6	6
OG0008079	1	1
OG0008080	0	0
OG0008081	1	1
OG0008082	2	2
OG0008083	3	3
OG0008084	0	0
OG0008085	6	6
OG0008086	2	2
OG0008087	1	1
OG0008088	4	4
OG0008089	1	1
OG0008090	6	6
OG0008091	1	1
OG0008092	0	0
OG0008093	6	6
OG0008094	1	1
OG0008095	6	6
OG0008096	5	5
OG0008097	0	0
OG0008098	1	1
OG0008099	6	6
OG0008100	0	0
OG0008101	3	3
OG0008102	0	0
OG0008103	5	5
OG0008104	0	0
OG0008105	6	6
OG0008106	3	3
OG0008107	5	5
OG0008108	0	0
OG0008109	2	2
OG0008110	6	6
OG0008111	1	1
OG0008112	1	1
OG0008113	4	4
OG0008114	1	0
OG0008115	2	0
OG0008116	1	1
OG0008117	1	1
OG0008118	6	6
OG0008119	0	0
OG0008120	1	0
OG0008121	3	3
OG0008122	5	5
OG0008123	4	4
OG0008124	3	3
OG0008125	1	1
OG0008126	3	3
OG0008127	0	0
OG0008128	2	2
OG0008129	1	1
OG0008130	0	0
OG0008131	3	3
OG0008132	0	0
OG0008133	0	0
OG0008134	0	0
OG0008135	2	1
OG0008136	3	3
OG0008137	1	0
OG0008138	3	3
OG0008139	2	2
OG0008140	1	0
OG0008141	4	3
OG0008142	3	3
OG0008143	0	0
OG0008144	5	5
OG0008145	3	3
OG0008146	1	1
OG0008147	1	0
OG0008148	0	0
OG0008149	3	3
OG0008150	0	0
OG0008151	1	1
OG0008152	2	2
OG0008153	1	1
OG0008154	1	0
OG0008155	0	0
OG0008156	0	0
OG0008157	2	1
OG0008158	0	0
OG0008159	4	4
OG0008160	0	0
OG0008161	1	1
OG0008162	2	2
OG0008163	2	2
OG0008164	1	1
OG0008165	3	2
OG0008166	1	1
OG0008167	0	0
OG0008168	1	0
OG0008169	1	1
OG0008170	1	0
OG0008171	5	5
OG0008172	3	3
OG0008173	2	1
OG0008174	5	5
OG0008175	0	0
OG0008176	1	1
OG0008177	1	1
OG0008178	2	0
OG0008179	2	2
OG0008180	1	1
OG0008181	1	1
OG0008182	4	4
OG0008183	4	4
OG0008184	2	1
OG0008185	0	0
OG0008186	4	4
OG0008187	2	2
OG0008188	2	1
OG0008189	0	0
OG0008190	2	0
OG0008191	2	2
OG0008192	1	1
OG0008193	2	2
OG0008194	0	0
OG0008195	0	0
OG0008196	1	1
OG0008197	0	0
OG0008198	0	0
OG0008199	3	3
OG0008200	2	2
OG0008201	1	0
OG0008202	0	0
OG0008203	1	1
OG0008204	0	0
OG0008205	1	1
OG0008206	5	5
OG0008207	0	0
OG0008208	3	3
OG0008209	3	3
OG0008210	2	2
OG0008211	1	1
OG0008212	0	0
OG0008213	1	1
OG0008214	1	1
OG0008215	2	2
OG0008216	1	1
OG0008217	2	2
OG0008218	1	1
OG0008219	0	0
OG0008220	0	0
OG0008221	1	1
OG0008222	1	1
OG0008223	1	1
OG0008224	1	1
OG0008225	3	3
OG0008226	2	2
OG0008227	1	1
OG0008228	1	1
OG0008229	2	2
OG0008230	0	0
OG0008231	4	4
OG0008232	2	2
OG0008233	0	0
OG0008234	0	0
OG0008235	0	0
OG0008236	4	4
OG0008237	0	0
OG0008238	1	1
OG0008239	1	1
OG0008240	1	1
OG0008241	1	1
OG0008242	1	0
OG0008243	2	2
OG0008244	1	1
OG0008245	4	4
OG0008246	2	1
OG0008247	0	0
OG0008248	0	0
OG0008249	1	1
OG0008250	2	2
OG0008251	0	0
OG0008252	1	1
OG0008253	0	0
OG0008254	1	1
OG0008255	0	0
OG0008256	3	3
OG0008257	1	1
OG0008258	1	1
OG0008259	4	4
OG0008260	1	1
OG0008261	1	1
OG0008262	0	0
OG0008263	3	3
OG0008264	1	1
OG0008265	2	2
OG0008266	0	0
OG0008267	0	0
OG0008268	1	1
OG0008269	1	1
OG0008270	1	1
OG0008271	0	0
OG0008272	2	2
OG0008273	1	1
OG0008274	3	3
OG0008275	1	1
OG0008276	0	0
OG0008277	3	3
OG0008278	4	4
OG0008279	1	1
OG0008280	0	0
OG0008281	1	1
OG0008282	2	2
OG0008283	1	0
OG0008284	0	0
OG0008285	0	0
OG0008286	2	2
OG0008287	0	0
OG0008288	1	1
OG0008289	0	0
OG0008290	2	2
OG0008291	2	2
OG0008292	4	4
OG0008293	2	2
OG0008294	3	3
OG0008295	1	1
OG0008296	2	2
OG0008297	0	0
OG0008298	1	0
OG0008299	1	1
OG0008300	4	4
OG0008301	1	1
OG0008302	4	4
OG0008303	3	3
OG0008304	0	0
OG0008305	5	5
OG0008306	2	2
OG0008307	0	0
OG0008308	1	1
OG0008309	1	0
OG0008310	2	2
OG0008311	2	1
OG0008312	5	5
OG0008313	1	0
OG0008314	3	3
OG0008315	1	1
OG0008316	4	4
OG0008317	2	1
OG0008318	4	4
OG0008319	1	1
OG0008320	1	0
OG0008321	3	3
OG0008322	2	2
OG0008323	1	0
OG0008324	4	4
OG0008325	5	5
OG0008326	2	2
OG0008327	3	2
OG0008328	3	3
OG0008329	3	2
OG0008330	5	5
OG0008331	4	4
OG0008332	4	4
OG0008333	1	1
OG0008334	6	6
OG0008335	6	6
OG0008336	2	2
OG0008337	6	6
OG0008338	6	6
OG0008339	6	6
OG0008340	6	6
OG0008341	6	6
OG0008342	6	6
OG0008343	6	6
OG0008344	6	6
OG0008345	6	6
OG0008346	6	6
OG0008347	6	6
OG0008348	3	3
OG0008349	6	6
